energy,danceability,tempo,valence,loudness,acousticness,speechiness,popularity
0.397,0.615,169.0,0.916,-17.526,0.301,0.0859,16
0.619,0.729,123.061,0.623,-6.155,0.0451,0.0346,0
0.267,0.791,165.99,0.544,-11.997,0.674,0.0415,79
0.906,0.765,96.071,0.95,-2.097,0.125,0.0965,66
0.255,0.46,111.11,0.435,-11.934,0.81,0.0385,23
0.778,0.617,100.363,0.152,-8.872,0.459,0.027,73
0.527,0.742,84.974,0.638,-6.892,0.327,0.0769,78
0.034,0.654,118.04,0.199,-26.483,0.99,0.0398,40
0.815,0.848,120.445,0.967,-7.679,0.276,0.0304,33
0.845,0.618,171.921,0.486,0.175,0.114,0.132,67
0.867,0.742,129.987,0.757,-7.697,0.134,0.0361,60
0.658,0.619,90.0,0.37,-5.217,0.248,0.0287,60
0.544,0.823,149.903,0.664,-7.132,0.0215,0.0715,75
0.515,0.556,97.143,0.527,-13.122,0.0758,0.0268,44
0.729,0.562,192.168,0.831,-5.503,0.239,0.0926,67
0.875,0.661,158.087,0.981,-5.86,0.193,0.041,32
0.891,0.95,133.01,0.912,-2.653,0.0645,0.241,92
0.495,0.563,125.998,0.244,-10.272,0.781,0.0362,72
0.165,0.625,94.744,0.419,-14.581,0.835,0.0354,68
0.732,0.469,139.881,0.441,-4.686,0.356,0.0362,37
0.903,0.422,84.193,0.649,-3.443,0.302,0.0413,37
0.727,0.791,139.974,0.719,-6.154,0.181,0.196,41
0.646,0.715,130.563,0.758,-14.831,0.0393,0.0509,5
0.29,0.421,111.813,0.378,-13.717,0.569,0.0325,31
0.635,0.64,100.034,0.475,-7.565,0.271,0.226,75
0.0837,0.421,66.075,0.125,-25.476,0.993,0.0386,5
0.821,0.455,118.018,0.379,-6.373,0.000918,0.0464,26
0.34,0.422,77.213,0.223,-6.577,0.877,0.0351,77
0.855,0.734,121.955,0.54,-4.578,0.0821,0.135,75
0.707,0.565,127.222,0.831,-5.65,0.0101,0.0298,0
0.737,0.723,123.039,0.689,-7.566,0.00435,0.0386,80
0.63,0.71,125.0,0.216,-7.003,0.00879,0.0413,70
0.66,0.557,95.252,0.962,-7.706,0.654,0.056,66
0.965,0.56,162.825,0.964,-2.341,0.121,0.0409,69
0.561,0.384,136.136,0.159,-10.059,0.373,0.0296,71
0.82,0.429,136.041,0.697,-2.896,0.0141,0.0518,41
0.89,0.463,103.511,0.777,-8.318,0.00109,0.0533,30
0.945,0.699,132.023,0.82,-3.538,0.228,0.0578,0
0.491,0.548,82.071,0.417,-5.761,0.596,0.0236,46
0.419,0.799,156.055,0.716,-7.99,0.412,0.174,67
0.941,0.345,179.626,0.407,-9.918,3.84e-05,0.0466,1
0.278,0.526,150.16,0.649,-14.456,0.873,0.0392,53
0.758,0.447,100.888,0.827,-8.234,0.799,0.0625,55
0.889,0.667,169.961,0.541,-4.851,0.00912,0.0917,67
0.828,0.35,105.435,0.147,-5.373,0.000217,0.041,77
0.965,0.532,107.974,0.142,-4.376,0.025,0.0874,24
0.396,0.641,173.221,0.915,-13.058,0.941,0.0572,20
0.00506,0.0747,78.588,0.153,-34.786,0.994,0.0426,61
0.009,0.263,68.083,0.156,-35.193,0.995,0.0515,61
0.852,0.464,160.075,0.233,-3.804,0.0116,0.067,66
0.427,0.379,185.952,0.459,-9.284,0.646,0.048,49
0.633,0.706,110.005,0.375,-9.584,0.267,0.0419,76
0.373,0.543,138.376,0.852,-12.219,0.701,0.0449,32
0.48,0.472,123.023,0.126,-11.893,0.000204,0.0308,62
0.54,0.759,116.947,0.75,-6.039,0.037,0.0287,81
0.0187,0.526,134.248,0.528,-17.118,0.992,0.15,36
0.856,0.689,126.108,0.706,-3.394,0.0493,0.0813,3
0.806,0.798,138.082,0.82,-5.841,0.145,0.355,84
0.642,0.697,105.138,0.948,-6.205,0.0498,0.0617,65
0.932,0.218,167.718,0.315,-6.803,0.0155,0.098,0
0.582,0.503,77.321,0.326,-4.324,0.472,0.0253,0
0.923,0.602,136.01,0.765,-3.763,0.0098,0.044,80
0.653,0.651,164.912,0.729,-9.731,0.365,0.0545,65
0.823,0.622,123.959,0.675,-7.471,0.0303,0.0513,9
0.387,0.719,135.064,0.17,-9.38,0.891,0.0643,55
0.0437,0.363,102.193,0.254,-31.559,0.993,0.0353,56
0.843,0.562,99.251,0.614,-6.49,0.207,0.164,44
0.324,0.51,81.354,0.47,-14.062,0.805,0.276,39
0.85,0.648,115.95,0.545,-4.48,0.788,0.0467,48
0.957,0.459,174.707,0.612,-3.882,0.103,0.11,34
0.641,0.256,203.006,0.382,-10.283,0.199,0.0552,79
0.808,0.548,95.207,0.475,-5.484,7.19e-05,0.0398,1
0.546,0.663,103.135,0.391,-8.69,0.74,0.045,44
0.762,0.684,172.015,0.905,-5.147,0.419,0.0564,0
0.839,0.572,143.969,0.465,-5.083,0.013,0.0377,90
0.601,0.572,142.258,0.552,-6.879,0.0123,0.0392,62
0.609,0.677,113.206,0.661,-5.567,0.67,0.0562,45
0.364,0.557,101.985,0.293,-12.141,0.794,0.0294,62
0.305,0.304,146.066,0.464,-10.879,0.871,0.0298,71
0.337,0.649,92.047,0.187,-18.103,0.508,0.0695,55
0.657,0.606,94.98,0.814,-5.426,0.35,0.0273,25
0.955,0.203,170.0,0.267,-6.524,4.22e-06,0.149,12
0.672,0.59,206.247,0.688,-11.792,0.125,0.412,71
0.345,0.343,180.033,0.0381,-16.941,0.902,0.137,12
0.944,0.29,144.198,0.573,-6.15,7.46e-05,0.0952,32
0.202,0.367,121.865,0.0362,-11.342,0.668,0.0313,72
0.838,0.44,138.908,0.619,-6.196,0.0956,0.0423,0
0.9,0.599,147.791,0.819,-2.693,0.284,0.071,40
0.579,0.546,96.029,0.255,-9.834,0.38,0.0277,0
0.394,0.746,123.001,0.069,-18.059,0.504,0.0718,46
0.529,0.52,172.11,0.144,-14.395,0.463,0.128,50
0.734,0.717,91.014,0.894,-5.712,0.28,0.0426,65
0.0274,0.571,124.209,0.087,-20.274,0.948,0.0649,71
0.505,0.571,99.562,0.276,-9.312,0.0757,0.0238,63
0.85,0.47,149.876,0.148,-2.825,0.0627,0.0363,67
0.636,0.671,120.966,0.262,-8.117,0.515,0.103,88
0.658,0.555,184.835,0.937,-3.866,0.793,0.0541,65
0.945,0.437,179.832,0.22,-5.163,0.00015,0.0741,56
0.778,0.665,119.971,0.852,-4.42,0.149,0.0494,0
0.844,0.308,159.911,0.175,-4.235,0.0519,0.0638,50
0.659,0.553,120.146,0.105,-7.295,0.0027,0.0391,83
0.56,0.813,118.033,0.287,-5.904,0.108,0.0618,83
0.613,0.667,91.024,0.472,-5.353,0.4,0.0345,0
0.797,0.57,66.617,0.492,-3.627,0.24,0.279,22
0.979,0.607,145.0,0.659,-5.587,0.00204,0.134,29
0.675,0.903,96.507,0.442,-3.445,0.542,0.214,78
0.89,0.314,170.519,0.37,-2.441,0.0814,0.245,32
0.838,0.468,115.812,0.259,-5.756,9.42e-05,0.0433,66
0.37,0.392,48.718,0.512,-10.888,0.205,0.0298,81
0.655,0.578,101.889,0.898,-7.935,0.121,0.0277,64
0.703,0.694,123.034,0.172,-4.327,0.0319,0.0593,66
0.831,0.836,126.047,0.83,-3.016,0.02,0.0488,54
0.935,0.594,124.946,0.358,-7.439,0.000507,0.0762,9
0.515,0.561,147.866,0.386,-7.191,0.752,0.0317,49
0.921,0.503,121.983,0.359,-5.907,0.00093,0.106,63
0.532,0.764,123.95,0.859,-5.979,0.598,0.0491,79
0.34,0.508,111.695,0.482,-11.555,0.834,0.0453,26
0.534,0.645,90.024,0.302,-5.428,0.147,0.0306,67
0.423,0.33,143.086,0.117,-10.504,0.265,0.0279,63
0.966,0.561,155.066,0.183,-3.137,0.0158,0.477,22
0.763,0.362,187.291,0.431,-8.514,0.015,0.0589,56
0.899,0.77,128.05,0.851,-2.981,0.222,0.0494,76
0.375,0.625,79.948,0.48,-11.094,0.702,0.0767,0
0.921,0.707,99.994,0.547,-3.323,0.135,0.0738,61
0.43,0.578,78.991,0.288,-6.134,0.33,0.0305,74
0.876,0.636,120.983,0.799,-3.413,0.00164,0.0555,83
0.481,0.684,115.078,0.784,-12.59,0.475,0.0384,60
0.378,0.362,87.549,0.575,-11.008,0.679,0.0329,69
0.454,0.572,140.182,0.515,-10.286,0.477,0.0258,67
0.627,0.576,164.998,0.311,-4.649,0.0385,0.0449,77
0.64,0.616,145.473,0.833,-11.505,0.0142,0.0283,34
0.414,0.582,98.017,0.0515,-11.211,0.0491,0.041,62
0.756,0.578,176.739,0.663,-5.82,0.157,0.115,73
0.0217,0.403,72.051,0.0652,-25.107,0.994,0.0502,50
0.983,0.592,131.967,0.375,-3.429,0.000611,0.084,60
0.51,0.632,134.024,0.443,-8.018,0.564,0.0345,60
0.903,0.468,152.383,0.523,-3.155,0.178,0.122,63
0.881,0.413,158.066,0.364,-5.541,5.99e-05,0.0367,84
0.714,0.423,110.017,0.593,-8.295,0.00113,0.045,77
0.656,0.695,90.986,0.346,-6.038,0.057,0.0489,64
0.884,0.569,121.01,0.429,-5.654,0.000158,0.0316,56
0.448,0.523,134.511,0.351,-13.53,0.442,0.0593,0
0.866,0.705,124.584,0.83,-10.683,0.00109,0.0405,0
0.119,0.48,77.874,0.118,-15.435,0.933,0.0472,0
0.658,0.453,203.871,0.761,-13.472,0.741,0.0539,65
0.8,0.773,89.988,0.842,-3.17,0.0613,0.0987,68
0.832,0.519,150.476,0.806,-6.467,0.338,0.384,20
0.772,0.593,118.173,0.74,-5.884,0.0208,0.0361,41
0.729,0.643,135.29,0.963,-10.231,0.674,0.0297,62
0.916,0.497,96.051,0.401,-3.323,0.000323,0.108,67
0.221,0.732,105.165,0.677,-12.623,0.897,0.056,74
0.737,0.619,154.499,0.914,-7.987,0.191,0.0585,30
0.0757,0.271,73.761,0.0399,-26.414,0.976,0.0397,0
0.902,0.558,100.027,0.572,-4.018,0.197,0.0464,68
0.896,0.67,148.767,0.843,-5.628,0.815,0.0312,47
0.238,0.624,176.24,0.346,-16.882,0.792,0.0509,30
0.751,0.675,118.384,0.612,-3.539,0.0604,0.0296,74
0.4,0.0668,74.465,0.0381,-12.792,0.14,0.0367,17
0.921,0.456,86.949,0.0739,-2.983,0.0404,0.0517,53
0.678,0.804,120.009,0.532,-6.868,0.385,0.116,47
0.927,0.33,88.832,0.486,-2.217,0.0956,0.0578,48
0.517,0.318,147.78,0.163,-11.786,0.851,0.163,24
0.947,0.491,166.236,0.474,-2.252,0.00261,0.306,67
0.469,0.322,161.917,0.134,-8.433,0.271,0.0653,39
0.595,0.376,144.361,0.265,-5.936,0.303,0.0496,79
0.972,0.585,110.006,0.585,-4.45,0.0143,0.0534,75
0.749,0.688,124.993,0.143,-10.037,0.00241,0.0369,25
0.336,0.474,74.961,0.458,-13.871,0.907,0.108,64
0.698,0.594,119.991,0.376,-8.645,0.103,0.0428,78
0.577,0.428,159.796,0.244,-5.629,0.842,0.0912,60
0.86,0.563,97.867,0.517,-7.533,0.00834,0.0621,71
0.471,0.684,121.081,0.453,-9.43,0.208,0.043,63
0.72,0.789,122.031,0.664,-5.652,0.223,0.218,78
0.448,0.559,148.02,0.354,-4.11,0.537,0.0275,47
0.94,0.21,179.722,0.255,-3.427,0.00602,0.123,77
0.48,0.417,176.328,0.949,-5.553,0.88,0.0297,43
0.416,0.684,80.204,0.549,-15.367,0.647,0.0447,62
0.655,0.811,117.979,0.925,-7.118,0.0947,0.0353,71
0.786,0.806,91.973,0.58,-3.831,0.145,0.0741,82
0.436,0.656,109.239,0.196,-11.141,0.845,0.0744,83
0.352,0.617,120.024,0.184,-15.745,0.622,0.0348,60
0.3,0.757,161.295,0.961,-9.017,0.836,0.0434,45
0.443,0.517,176.035,0.538,-8.946,0.88,0.0529,62
0.00189,0.179,81.71,1e-05,-25.2,0.982,0.327,75
0.531,0.803,130.05,0.965,-11.967,0.712,0.0348,63
0.87,0.28,164.057,0.284,-4.219,0.000686,0.0592,73
0.946,0.58,129.88,0.707,-7.321,0.000598,0.0578,29
0.628,0.537,97.87,0.514,-5.342,0.148,0.029,70
0.809,0.568,155.029,0.709,-3.869,0.000253,0.0517,70
0.306,0.714,129.984,0.314,-12.111,0.726,0.0388,67
0.91,0.624,104.042,0.767,-5.703,0.0285,0.0297,74
0.835,0.584,142.2,0.781,-4.326,0.0411,0.0297,59
0.828,0.783,94.509,0.92,-9.037,0.549,0.0416,29
0.564,0.916,120.053,0.709,-8.254,0.234,0.209,52
0.745,0.804,95.024,0.512,-5.805,0.112,0.0744,0
0.523,0.675,94.025,0.376,-7.598,0.761,0.0444,65
0.183,0.45,61.192,0.219,-9.003,0.762,0.0309,34
0.53,0.54,143.453,0.896,-10.583,0.614,0.0361,63
0.854,0.554,82.012,0.387,-6.263,0.102,0.0567,76
0.085,0.419,91.509,0.458,-19.387,0.908,0.0362,69
0.0642,0.158,107.432,0.0576,-25.666,0.884,0.0474,63
0.362,0.424,174.145,0.123,-11.11,0.974,0.0402,61
0.86,0.639,112.025,0.328,-4.27,0.000306,0.069,72
0.371,0.462,99.662,0.187,-11.604,0.794,0.0988,66
0.901,0.307,113.229,0.549,-9.168,0.000146,0.0389,42
0.14,0.637,139.78,0.392,-11.472,0.903,0.0407,61
0.979,0.457,127.006,0.227,-3.836,9.8e-06,0.0485,0
0.889,0.651,107.009,0.813,-5.236,0.00308,0.0694,59
0.777,0.693,126.335,0.626,-6.775,0.168,0.035,47
0.466,0.715,144.098,0.691,-11.862,0.00334,0.0896,38
0.342,0.687,105.318,0.169,-12.378,0.523,0.0409,0
0.823,0.541,143.037,0.553,-4.734,0.0073,0.055,60
0.822,0.613,105.997,0.567,-4.087,0.0092,0.026,83
0.124,0.475,94.42,0.19,-9.463,0.926,0.0444,76
0.879,0.456,165.168,0.967,-6.04,0.761,0.0413,25
0.459,0.759,109.997,0.695,-5.187,0.00323,0.0948,83
0.918,0.547,115.03,0.401,-6.9,9.9e-05,0.0367,20
0.572,0.796,98.967,0.304,-7.03,0.416,0.0545,77
0.722,0.306,174.732,0.41,-5.963,0.0519,0.034,72
0.865,0.545,99.009,0.543,-5.708,0.00664,0.0286,80
0.74,0.596,88.935,0.527,-5.552,0.00724,0.0486,46
0.445,0.743,91.488,0.842,-12.516,0.484,0.041,39
0.898,0.505,118.929,0.731,-4.906,0.000518,0.0329,61
0.612,0.595,99.941,0.942,-5.913,0.295,0.05,47
0.599,0.819,127.986,0.489,-6.778,0.347,0.039,63
0.914,0.363,177.968,0.678,-2.899,0.00183,0.0983,67
0.389,0.895,110.023,0.549,-11.036,0.222,0.11,76
0.994,0.477,125.058,0.0397,-4.953,0.000115,0.241,60
0.00428,0.497,129.456,0.331,-38.446,0.996,0.0633,0
0.727,0.736,94.048,0.644,-4.642,0.0584,0.0571,83
0.891,0.718,124.981,0.828,-3.494,0.00175,0.0404,2
0.228,0.426,147.994,0.0822,-10.552,0.198,0.0322,72
0.897,0.15,165.021,0.219,-4.552,0.000117,0.124,52
0.898,0.353,103.293,0.525,-5.877,2.23e-05,0.052,76
0.984,0.44,108.256,0.417,-4.715,0.00395,0.0816,26
0.177,0.321,99.088,0.0399,-12.708,0.237,0.035,53
0.896,0.36,150.127,0.119,-4.2,0.0185,0.0958,60
0.192,0.546,107.118,0.264,-17.624,0.483,0.0304,43
0.135,0.164,137.129,0.0557,-19.969,0.769,0.0437,21
0.623,0.615,92.937,0.266,-6.724,0.0893,0.0867,70
0.277,0.646,86.004,0.273,-10.531,0.553,0.0315,13
0.845,0.608,98.976,0.322,-2.292,0.136,0.0597,66
0.753,0.675,111.495,0.866,-5.64,0.0601,0.0264,19
0.8,0.581,119.872,0.709,-2.613,0.154,0.411,80
0.445,0.523,78.957,0.336,-6.359,0.188,0.0329,61
0.211,0.781,109.984,0.0601,-14.475,0.719,0.0397,25
0.559,0.755,148.953,0.936,-7.632,0.71,0.0413,29
0.974,0.42,165.182,0.463,-4.706,8.15e-05,0.191,71
0.801,0.745,143.011,0.486,-6.545,0.439,0.724,76
0.468,0.528,119.937,0.241,-8.286,0.264,0.133,61
0.817,0.675,105.964,0.446,-3.789,0.00711,0.0497,5
0.909,0.307,173.674,0.443,-7.08,0.135,0.0574,67
0.438,0.536,144.626,0.127,-12.894,0.119,0.103,64
0.48,0.76,120.124,0.438,-8.562,0.548,0.0655,42
0.905,0.533,108.9,0.486,-5.27,0.00876,0.0754,71
0.561,0.67,131.957,0.488,-8.803,0.391,0.0467,40
0.961,0.461,96.009,0.416,-3.011,6.39e-06,0.0479,62
0.578,0.663,86.986,0.553,-9.079,0.312,0.0687,78
0.751,0.549,138.504,0.164,-4.398,0.637,0.179,63
0.147,0.151,65.595,0.253,-13.38,0.917,0.0382,0
0.713,0.607,124.868,0.611,-5.105,0.56,0.03,76
0.735,0.547,113.136,0.546,-5.676,0.114,0.0322,28
0.534,0.515,70.776,0.426,-8.045,0.181,0.0768,71
0.427,0.668,87.031,0.604,-8.74,0.492,0.0271,62
0.555,0.76,120.003,0.269,-12.659,0.185,0.0599,0
0.703,0.582,132.478,0.743,-7.055,0.071,0.247,37
0.948,0.185,196.578,0.316,-3.892,0.0104,0.147,71
0.24,0.753,77.993,0.183,-12.095,0.903,0.0458,63
0.525,0.761,80.87,0.531,-6.9,0.44,0.0944,83
0.731,0.876,119.011,0.699,-5.833,0.0163,0.0325,65
0.845,0.698,171.938,0.749,-4.705,0.176,0.12,1
0.69,0.847,125.004,0.692,-7.877,0.0127,0.0493,0
0.626,0.899,88.007,0.873,-4.228,0.076,0.292,3
0.599,0.884,105.021,0.684,-7.544,0.386,0.154,18
0.463,0.694,172.12,0.608,-5.993,0.611,0.0457,45
0.551,0.65,102.934,0.294,-6.906,0.405,0.0274,67
0.661,0.808,107.992,0.804,-6.237,0.0358,0.0395,72
0.705,0.702,154.911,0.743,-6.666,0.258,0.0543,66
0.604,0.739,124.982,0.593,-9.796,0.000308,0.062,31
0.952,0.582,103.027,0.655,-3.848,0.00324,0.0731,75
0.47,0.562,159.728,0.271,-10.722,0.455,0.0717,64
0.625,0.585,68.68,0.28,-5.94,0.0146,0.109,66
0.563,0.728,100.017,0.352,-8.053,0.621,0.134,82
0.403,0.558,81.661,0.148,-8.968,0.328,0.0245,0
0.44,0.797,111.014,0.436,-6.587,0.471,0.0594,74
0.37,0.503,78.963,0.102,-17.502,0.768,0.0489,60
0.949,0.169,112.758,0.112,-6.789,2.47e-05,0.101,22
0.349,0.435,90.889,0.488,-12.048,0.875,0.0598,28
0.803,0.451,153.95,0.145,-4.932,0.208,0.0398,0
0.447,0.443,127.395,0.215,-7.895,0.768,0.0356,64
0.687,0.753,90.621,0.754,-6.375,0.52,0.149,61
0.711,0.692,125.135,0.875,-7.498,0.225,0.0317,82
0.784,0.432,108.142,0.354,-10.273,0.829,0.0604,32
0.754,0.268,125.008,0.148,-6.871,0.384,0.0609,45
0.418,0.607,136.019,0.405,-9.501,0.518,0.0274,42
0.801,0.743,121.965,0.381,-4.097,0.00598,0.0343,60
0.745,0.608,102.025,0.464,-4.13,0.0226,0.0277,82
0.862,0.791,123.994,0.592,-3.24,0.037,0.11,89
0.344,0.482,133.499,0.211,-6.002,0.901,0.0318,61
0.811,0.794,116.047,0.862,-8.966,0.0426,0.038,82
0.846,0.746,114.955,0.403,-2.432,0.0485,0.048,69
0.953,0.631,141.99,0.422,-3.739,0.0241,0.0343,73
0.366,0.604,141.981,0.13,-7.519,0.578,0.0282,85
0.692,0.343,174.07,0.153,-3.926,0.00218,0.0355,65
0.958,0.195,198.151,0.11,-4.391,5.19e-05,0.194,57
0.489,0.595,120.315,0.0902,-6.66,0.497,0.0271,74
0.838,0.557,183.026,0.643,-5.007,0.06,0.0393,53
0.991,0.545,146.064,0.533,-5.587,0.0216,0.0519,23
0.924,0.593,144.96,0.48,-5.341,0.23,0.0527,30
0.921,0.612,139.988,0.446,-2.882,0.0183,0.085,73
0.478,0.703,111.988,0.535,-7.546,0.755,0.05,34
0.366,0.552,125.686,0.345,-7.274,0.85,0.0326,37
0.823,0.63,117.048,0.565,-4.857,0.0205,0.0496,75
0.544,0.872,94.996,0.363,-7.065,0.197,0.0963,6
0.651,0.611,122.983,0.351,-6.973,0.144,0.0589,65
0.685,0.789,160.04,0.533,-10.596,0.635,0.914,57
0.685,0.616,150.055,0.895,-15.289,0.0245,0.04,74
0.995,0.0916,75.761,1e-05,-19.76,0.789,0.119,33
0.603,0.283,174.541,0.476,-11.205,0.00694,0.0475,51
0.94,0.609,128.001,0.238,-6.097,0.00124,0.0617,70
0.653,0.812,124.034,0.864,-5.849,0.0059,0.0361,58
0.588,0.563,111.951,0.413,-7.125,0.0185,0.0318,0
0.778,0.706,129.688,0.512,-7.529,0.0116,0.248,45
0.769,0.454,122.531,0.491,-7.653,0.127,0.0814,63
0.787,0.642,146.733,0.406,-6.389,0.0185,0.17,71
0.886,0.603,126.025,0.395,-3.777,0.00045,0.0837,72
0.769,0.529,73.946,0.66,-6.369,0.00532,0.0469,56
0.801,0.651,133.769,0.776,-7.34,0.123,0.0514,72
0.994,0.517,135.071,0.65,-2.806,0.0589,0.402,30
0.797,0.589,102.489,0.232,-5.464,0.0289,0.15,65
0.389,0.611,116.258,0.232,-13.37,0.94,0.0357,41
0.859,0.15,170.527,0.354,-2.827,0.00201,0.0595,81
0.756,0.957,120.119,0.592,-7.842,0.0832,0.184,8
0.886,0.616,124.987,0.0694,-5.436,0.163,0.0416,65
0.462,0.553,94.998,0.65,-9.259,0.00807,0.0267,38
0.896,0.595,118.001,0.567,-2.951,0.0641,0.047,70
0.0868,0.39,117.969,0.154,-16.228,0.892,0.0358,24
0.547,0.767,103.03,0.66,-11.458,0.0399,0.0474,62
0.812,0.709,131.984,0.908,-2.497,0.108,0.119,51
0.567,0.604,99.905,0.306,-5.095,0.715,0.0236,47
0.519,0.328,145.985,0.154,-11.657,0.823,0.17,44
0.939,0.572,138.008,0.258,-4.021,3.24e-05,0.0506,7
0.488,0.423,113.831,0.496,-7.557,0.751,0.0374,24
0.771,0.635,200.022,0.943,-4.769,0.0398,0.0823,18
0.591,0.213,88.024,0.0629,-4.845,0.976,0.0382,0
0.815,0.648,126.507,0.953,-4.756,0.229,0.0404,27
0.57,0.616,124.721,0.622,-7.797,0.0581,0.0517,0
0.491,0.684,117.916,0.4,-7.655,0.71,0.0361,0
0.713,0.784,115.443,0.97,-6.865,0.447,0.0339,70
0.251,0.601,116.49,0.27,-17.626,0.118,0.0348,62
0.778,0.658,146.1,0.627,-5.575,0.262,0.06,55
0.419,0.519,140.033,0.266,-6.276,0.457,0.033,71
0.427,0.64,149.703,0.529,-9.29,0.0664,0.0241,71
0.677,0.634,95.792,0.939,-7.19,0.318,0.0448,72
0.615,0.605,172.211,0.841,-5.617,0.479,0.0474,60
0.396,0.661,109.989,0.0352,-13.093,0.457,0.0466,61
0.805,0.639,103.451,0.507,-5.961,0.0383,0.032,3
0.552,0.708,147.834,0.686,-5.552,0.0922,0.21,67
0.0491,0.104,90.278,0.0341,-22.883,0.984,0.046,0
0.729,0.673,122.023,0.675,-4.879,0.083,0.0496,74
0.443,0.623,131.644,0.629,-11.551,0.165,0.036,1
0.801,0.847,109.965,0.709,-4.073,0.278,0.105,49
0.691,0.835,103.999,0.581,-5.828,0.0159,0.113,68
0.359,0.535,154.163,0.488,-9.343,0.771,0.0607,71
0.633,0.659,125.939,0.0752,-5.343,0.0621,0.0334,50
0.793,0.618,101.015,0.459,-5.711,0.204,0.0601,73
0.829,0.616,169.92,0.323,-4.932,0.1,0.119,17
0.496,0.555,82.229,0.391,-7.175,0.64,0.0329,66
0.452,0.713,102.963,0.235,-9.638,0.841,0.0295,75
0.794,0.792,117.993,0.684,-4.414,0.133,0.0661,15
0.481,0.871,103.063,0.664,-9.068,0.52,0.0383,76
0.849,0.536,127.002,0.305,-4.702,0.00318,0.0616,68
0.776,0.764,119.92,0.772,-5.329,0.124,0.0329,1
0.893,0.483,107.246,0.0544,-5.868,0.00129,0.0507,22
0.598,0.772,117.972,0.318,-8.193,0.135,0.0835,63
0.968,0.666,135.099,0.834,-3.196,0.123,0.046,59
0.479,0.358,121.467,0.333,-5.879,0.511,0.0286,62
0.548,0.579,160.477,0.85,-8.975,0.788,0.32,40
0.497,0.407,152.194,0.312,-5.828,0.263,0.0357,62
0.489,0.657,116.0,0.399,-6.829,0.713,0.0306,67
0.856,0.62,127.982,0.808,-4.932,0.00381,0.0754,49
0.891,0.579,87.298,0.454,-3.719,0.824,0.907,27
0.792,0.553,174.764,0.0555,-7.665,0.00126,0.0467,16
0.977,0.64,142.019,0.493,-5.369,0.00461,0.0555,62
0.557,0.783,108.012,0.368,-8.599,0.641,0.0275,64
0.597,0.449,134.598,0.505,-4.401,0.347,0.14,58
0.779,0.676,122.026,0.511,-3.493,0.182,0.0656,52
0.709,0.623,122.394,0.948,-9.818,0.102,0.0636,65
0.721,0.552,123.794,0.516,-4.133,0.228,0.0341,40
0.192,0.483,100.848,0.0542,-15.378,0.991,0.0469,73
0.162,0.505,97.041,0.341,-15.339,0.97,0.0455,24
0.814,0.819,125.965,0.464,-3.44,0.00033,0.0382,53
0.554,0.573,104.004,0.124,-6.002,0.146,0.0272,34
0.582,0.695,122.433,0.892,-11.35,0.297,0.0651,67
0.716,0.649,86.949,0.639,-3.936,0.268,0.0384,64
0.273,0.279,66.886,0.183,-9.885,0.984,0.032,0
0.876,0.707,176.068,0.853,-1.887,0.173,0.0787,72
0.291,0.361,115.999,0.0708,-14.148,0.722,0.0338,60
0.941,0.313,178.061,0.35,-1.741,0.0112,0.133,60
0.711,0.569,124.236,0.297,-9.358,0.345,0.133,43
0.855,0.548,145.133,0.644,-3.266,0.0149,0.151,72
0.785,0.552,120.026,0.206,-5.351,0.00333,0.036,28
0.345,0.559,84.581,0.458,-13.496,0.0576,0.0459,82
0.575,0.593,84.272,0.416,-7.893,0.161,0.0441,42
0.918,0.621,151.988,0.834,-3.01,0.0754,0.0552,71
0.894,0.332,174.034,0.656,-6.103,0.0207,0.0469,28
0.727,0.623,125.975,0.4,-5.57,0.184,0.0562,0
0.619,0.549,90.034,0.407,-6.924,0.372,0.0344,68
0.507,0.653,150.198,0.263,-9.125,0.104,0.175,0
0.632,0.579,134.06,0.223,-5.616,0.369,0.0282,48
0.951,0.518,98.068,0.537,-3.198,0.00919,0.0529,51
0.265,0.362,76.404,0.224,-10.084,0.94,0.0355,0
0.447,0.442,137.987,0.165,-7.557,0.456,0.0278,37
0.868,0.384,95.027,0.233,-3.226,0.0458,0.0711,66
0.978,0.554,135.095,0.594,-3.554,0.111,0.131,77
0.969,0.48,142.489,0.494,-7.464,0.069,0.0854,65
0.347,0.705,80.057,0.36,-8.249,0.674,0.0301,64
0.927,0.359,154.071,0.316,-4.906,2.68e-05,0.0676,0
0.829,0.873,102.993,0.658,-5.912,0.0787,0.102,60
0.85,0.532,95.991,0.421,-7.375,0.00165,0.0572,42
0.843,0.529,117.662,0.188,-6.908,0.0628,0.0616,78
0.881,0.642,138.03,0.913,-3.537,0.209,0.0393,69
0.903,0.381,126.538,0.474,-3.883,0.000511,0.0762,24
0.655,0.695,118.02,0.747,-9.279,0.743,0.173,59
0.502,0.579,76.783,0.836,-7.57,0.733,0.0513,0
0.599,0.433,71.798,0.338,-7.293,0.479,0.0717,46
0.926,0.342,147.313,0.0972,-6.313,3.96e-05,0.0939,48
0.382,0.419,84.185,0.462,-13.438,0.32,0.0322,34
0.946,0.813,134.967,0.444,-1.832,0.182,0.169,48
0.321,0.504,170.134,0.577,-13.807,0.149,0.0316,62
0.94,0.832,97.029,0.965,-7.625,0.368,0.076,37
0.245,0.888,113.957,0.453,-9.639,0.653,0.0831,64
0.132,0.145,72.31,0.0958,-14.184,0.967,0.0367,22
