energy,danceability,tempo,valence,loudness,acousticness,speechiness,popularity
0.496,0.715,76.512,0.71,-9.487,0.648,0.0589,0
0.794,0.452,137.825,0.282,-5.151,0.0111,0.0483,58
0.937,0.714,124.13,0.964,-2.947,0.206,0.0399,74
0.38,0.781,144.887,0.548,-12.077,0.0821,0.0492,23
0.821,0.633,105.917,0.579,-3.294,0.142,0.0255,35
0.954,0.447,123.453,0.331,-8.069,0.0235,0.0751,80
0.562,0.705,163.893,0.569,-3.378,0.257,0.0674,4
0.779,0.823,95.484,0.96,-5.943,0.201,0.0492,0
0.179,0.703,97.427,0.346,-10.906,0.949,0.0366,71
0.223,0.539,135.925,0.379,-16.999,0.952,0.0366,44
0.641,0.885,91.167,0.201,-4.455,0.175,0.351,61
0.407,0.776,122.889,0.749,-8.282,0.644,0.0649,49
0.796,0.812,125.976,0.961,-10.548,0.00826,0.0356,67
0.268,0.393,110.456,0.225,-6.741,0.697,0.0385,50
0.396,0.513,140.208,0.229,-13.061,0.251,0.0299,73
0.404,0.715,104.438,0.709,-9.706,0.583,0.0262,0
0.687,0.586,81.009,0.503,-5.079,0.591,0.0258,63
0.574,0.551,143.734,0.308,-6.265,0.0203,0.0263,64
0.717,0.616,167.99,0.72,-6.178,0.194,0.11,0
0.261,0.556,110.841,0.219,-11.668,0.797,0.0289,67
0.56,0.507,127.318,0.592,-7.177,0.878,0.034,47
0.464,0.862,89.986,0.964,-12.442,0.686,0.0487,42
0.823,0.617,80.245,0.821,-4.782,0.407,0.172,40
0.0369,0.445,140.753,0.08,-21.594,0.989,0.0437,39
0.817,0.883,128.078,0.595,-5.414,0.601,0.235,72
0.619,0.79,124.995,0.285,-8.022,0.00069,0.037,10
0.71,0.688,128.025,0.521,-8.142,0.000702,0.038,10
0.905,0.714,125.927,0.838,-2.663,0.00855,0.0289,63
0.862,0.794,90.049,0.852,-3.965,0.246,0.223,63
0.875,0.806,125.063,0.917,-3.817,0.0838,0.088,75
0.78,0.69,126.07,0.238,-4.446,0.00733,0.0594,53
0.575,0.88,120.031,0.671,-6.091,0.415,0.163,78
0.786,0.656,180.115,0.642,-5.02,0.458,0.306,35
0.93,0.515,139.449,0.117,-1.845,0.0012,0.0724,45
0.864,0.564,95.984,0.534,-5.121,0.0761,0.0341,61
0.844,0.465,170.358,0.155,-4.352,0.00109,0.0379,61
0.0142,0.232,95.139,0.255,-24.701,0.996,0.0308,0
0.471,0.743,78.127,0.463,-11.865,0.693,0.443,48
0.468,0.397,141.569,0.167,-6.738,0.359,0.0277,15
0.464,0.546,116.327,0.731,-18.492,0.00383,0.0638,36
0.651,0.782,126.052,0.767,-6.005,0.0121,0.0601,67
0.926,0.74,106.987,0.571,-3.965,0.0376,0.112,62
0.922,0.581,118.408,0.596,-3.408,0.024,0.0666,62
0.505,0.51,114.532,0.318,-13.053,0.342,0.0344,60
0.312,0.265,54.747,0.0998,-11.689,0.243,0.0569,74
0.129,0.483,137.35,0.203,-20.149,0.947,0.0349,81
0.96,0.541,122.803,0.812,-2.947,0.0663,0.0505,82
0.873,0.306,198.387,0.452,-3.668,0.00105,0.0567,66
0.844,0.476,155.322,0.658,-5.253,1.81e-05,0.0431,60
0.366,0.464,133.264,0.314,-11.351,0.812,0.051,0
0.836,0.657,88.014,0.837,-3.399,0.376,0.127,63
0.952,0.632,126.967,0.098,-4.85,0.0122,0.0527,67
0.932,0.806,106.021,0.792,-2.228,0.24,0.0684,65
0.483,0.652,75.987,0.372,-9.964,0.658,0.291,63
0.264,0.43,104.083,0.286,-15.309,0.797,0.063,39
0.527,0.273,160.292,0.242,-12.993,0.47,0.0767,13
0.446,0.589,107.028,0.393,-8.68,0.453,0.0278,25
0.795,0.458,123.229,0.513,-3.265,0.00316,0.0574,80
0.902,0.404,115.669,0.497,-3.88,0.577,0.0665,74
0.822,0.727,146.06,0.802,-4.323,0.355,0.0377,31
0.438,0.641,67.529,0.343,-7.029,0.905,0.132,67
0.464,0.901,109.004,0.638,-9.789,0.368,0.0645,81
0.964,0.5,159.971,0.662,-4.19,0.00723,0.124,71
0.737,0.332,154.014,0.114,-8.767,0.000815,0.0504,17
0.574,0.617,91.769,0.396,-9.768,0.23,0.0276,68
0.921,0.266,88.255,0.399,-6.115,0.000736,0.0387,24
0.985,0.51,100.003,0.295,-7.518,0.00179,0.107,17
0.956,0.733,125.022,0.428,-8.004,0.0645,0.0618,3
0.648,0.861,121.942,0.34,-6.286,0.126,0.193,43
0.86,0.674,122.975,0.771,-3.318,0.155,0.0369,0
0.467,0.621,107.164,0.227,-4.835,0.632,0.0273,67
0.754,0.603,122.02,0.728,-5.284,0.00821,0.0289,23
0.857,0.414,128.024,0.348,-4.078,0.0287,0.0808,76
0.49,0.306,95.781,0.468,-10.29,0.608,0.0384,0
0.67,0.363,150.15,0.198,-6.652,0.000582,0.0552,0
0.866,0.612,149.949,0.469,-2.789,0.0387,0.0922,33
0.823,0.642,112.005,0.826,-3.68,0.000281,0.0612,62
0.587,0.545,123.107,0.359,-4.842,0.414,0.0634,67
0.787,0.336,140.003,0.383,-8.803,0.0793,0.0732,70
0.311,0.5,79.951,0.136,-13.173,0.543,0.029,13
0.963,0.591,125.03,0.609,-6.489,8.74e-05,0.0531,76
0.539,0.728,122.86,0.533,-9.411,0.311,0.577,33
0.978,0.316,199.92,0.354,-4.453,0.000251,0.186,29
0.911,0.665,129.975,0.688,-8.088,0.124,0.0357,32
0.528,0.773,79.747,0.697,-10.862,0.00541,0.0631,28
0.777,0.8,127.008,0.249,-6.526,0.00278,0.0405,49
0.532,0.495,140.004,0.0514,-8.846,0.0227,0.0528,58
0.703,0.639,169.888,0.138,-6.33,0.0889,0.0794,87
0.985,0.456,143.006,0.183,-2.949,0.000235,0.207,68
0.357,0.743,79.981,0.447,-10.705,0.669,0.0486,44
0.563,0.611,112.214,0.659,-7.59,0.901,0.0385,18
0.536,0.325,101.483,0.218,-6.04,0.614,0.0323,0
0.741,0.625,105.979,0.212,-6.818,0.00918,0.0489,0
0.526,0.461,120.011,0.0401,-10.668,0.00142,0.0506,59
0.867,0.665,118.996,0.648,-5.577,0.00243,0.0287,10
0.759,0.724,101.943,0.765,-3.996,0.411,0.0544,4
0.809,0.692,123.911,0.864,-4.198,0.524,0.0602,73
0.655,0.518,156.992,0.29,-6.255,0.381,0.0826,76
0.886,0.557,114.025,0.17,-4.196,0.000595,0.0498,65
0.827,0.619,123.007,0.396,-8.072,0.00542,0.0307,19
0.302,0.357,72.518,0.135,-14.526,0.862,0.0303,66
0.81,0.783,80.325,0.792,-5.126,0.111,0.178,34
0.533,0.704,94.056,0.695,-6.94,0.587,0.0315,0
0.62,0.62,144.835,0.459,-6.322,0.0388,0.0375,77
0.15,0.554,87.956,0.314,-16.746,0.974,0.0338,66
0.977,0.718,125.983,0.259,-1.824,0.143,0.0668,61
0.856,0.684,117.027,0.343,-2.676,0.342,0.0411,71
0.388,0.432,177.549,0.256,-7.687,0.776,0.1,63
0.714,0.786,119.956,0.269,-10.344,0.000726,0.0595,9
0.266,0.271,79.079,0.163,-13.703,0.845,0.0348,68
0.939,0.251,176.069,0.202,-4.191,6.12e-06,0.0987,12
0.482,0.864,133.234,0.964,-16.789,0.664,0.225,66
0.705,0.621,85.036,0.437,-5.604,0.195,0.222,61
0.957,0.585,92.111,0.604,-6.025,0.0171,0.0943,22
0.806,0.404,148.036,0.112,-4.75,0.198,0.0496,63
0.756,0.621,124.039,0.265,-5.623,0.0752,0.114,69
0.664,0.574,144.654,0.226,-6.068,0.0448,0.0409,83
0.681,0.81,98.203,0.48,-5.474,0.146,0.0734,48
0.781,0.587,149.982,0.723,-7.602,0.000116,0.055,63
0.672,0.722,103.004,0.646,-7.708,0.0715,0.268,47
0.453,0.589,139.148,0.513,-8.912,0.703,0.0397,71
0.895,0.792,94.968,0.794,-3.112,0.165,0.0589,79
0.364,0.629,166.266,0.701,-12.259,0.467,0.038,67
0.639,0.608,96.915,0.369,-7.205,0.0208,0.0246,64
0.646,0.867,88.634,0.67,-4.674,0.303,0.288,77
0.156,0.5,173.794,0.405,-11.472,0.87,0.0469,64
0.616,0.586,148.088,0.719,-7.964,0.182,0.0324,2
0.681,0.48,88.003,0.74,-8.002,0.284,0.163,61
0.276,0.587,81.994,0.25,-11.015,0.461,0.0353,39
0.373,0.431,128.153,0.253,-15.142,0.389,0.0346,71
0.577,0.512,117.735,0.689,-10.046,0.258,0.0299,28
0.849,0.62,150.083,0.78,-3.563,0.154,0.0336,37
0.308,0.583,118.226,0.241,-18.303,0.581,0.0465,59
0.866,0.578,128.038,0.619,-3.804,0.00701,0.0619,83
0.768,0.246,169.873,0.35,-7.48,0.000631,0.0387,70
0.701,0.537,120.919,0.583,-8.913,0.0972,0.0335,75
0.495,0.743,102.117,0.396,-6.462,0.0309,0.048,62
0.89,0.589,90.598,0.692,-3.719,0.000481,0.0603,80
0.329,0.791,127.021,0.526,-12.906,0.6,0.0592,68
0.832,0.686,127.023,0.884,-5.673,0.000321,0.0725,67
0.981,0.453,161.84,0.566,-3.44,0.0094,0.0933,37
0.648,0.703,160.058,0.446,-13.394,0.257,0.074,11
0.666,0.352,169.965,0.227,-4.909,0.117,0.0512,70
0.695,0.691,106.064,0.514,-5.6,0.0592,0.0367,76
0.459,0.657,82.821,0.139,-13.095,0.0591,0.04,50
0.778,0.505,140.493,0.284,-4.778,0.0277,0.0398,65
0.864,0.512,138.018,0.527,-4.146,0.000821,0.0338,70
0.865,0.545,99.009,0.543,-5.708,0.00664,0.0286,80
0.292,0.711,103.951,0.194,-15.523,0.313,0.037,78
0.846,0.633,89.23,0.448,-6.347,0.000819,0.0337,71
0.595,0.573,160.045,0.394,-7.344,0.389,0.3,38
0.615,0.456,78.461,0.416,-5.454,0.614,0.0529,0
0.799,0.633,142.991,0.534,-4.625,0.0144,0.0427,74
0.816,0.715,135.075,0.783,-4.547,0.43,0.0958,18
0.573,0.731,109.928,0.145,-10.059,0.401,0.0544,80
0.186,0.691,86.383,0.548,-13.672,0.686,0.0487,65
0.67,0.815,172.014,0.768,-4.076,0.0902,0.109,81
0.837,0.835,138.004,0.969,-6.204,0.0287,0.0704,28
0.788,0.687,123.02,0.669,-5.142,0.0121,0.0352,74
0.968,0.417,92.065,0.537,-7.879,0.159,0.0505,18
0.743,0.64,122.035,0.361,-4.08,0.269,0.0379,80
0.82,0.587,94.013,0.803,-6.912,0.0693,0.0318,31
0.882,0.506,107.994,0.14,-8.683,0.000655,0.0737,67
0.795,0.542,92.234,0.431,-3.63,0.00506,0.0368,77
0.9,0.632,100.019,0.809,-4.102,0.511,0.0371,32
0.478,0.509,75.011,0.469,-8.973,0.606,0.0561,0
0.481,0.531,138.45,0.491,-11.709,0.699,0.06,76
0.812,0.691,127.568,0.685,-7.772,0.0433,0.0558,73
0.702,0.456,173.963,0.183,-8.934,0.0183,0.0351,36
0.576,0.58,187.891,0.739,-7.467,0.0157,0.0717,30
0.415,0.813,91.921,0.667,-5.926,0.777,0.0349,74
0.842,0.706,104.958,0.818,-4.628,0.0476,0.038,72
0.701,0.749,129.624,0.789,-7.26,0.444,0.0286,28
0.534,0.817,116.013,0.47,-11.808,0.0341,0.16,61
0.351,0.609,72.019,0.376,-8.49,0.77,0.0247,49
0.143,0.771,106.17,0.278,-13.835,0.968,0.0476,22
0.41,0.473,113.674,0.151,-10.925,0.603,0.043,53
0.142,0.231,132.44,0.238,-18.806,0.877,0.0466,25
0.854,0.599,119.986,0.311,-5.429,0.0746,0.0436,70
0.515,0.647,115.12,0.254,-12.648,0.0424,0.0335,16
0.884,0.612,178.043,0.679,-4.113,0.0759,0.0454,71
0.371,0.605,149.566,0.496,-10.487,0.396,0.0431,71
0.544,0.596,115.022,0.262,-11.759,0.604,0.0362,68
0.959,0.402,174.163,0.574,-1.762,0.136,0.181,18
0.673,0.761,160.077,0.438,-5.887,0.0917,0.215,60
0.665,0.389,117.055,0.199,-6.169,0.178,0.0644,74
0.462,0.835,78.99,0.702,-6.227,0.513,0.155,73
0.966,0.703,124.005,0.253,-4.632,0.00733,0.047,5
0.681,0.377,108.789,0.285,-8.039,0.00088,0.0298,79
0.785,0.56,103.493,0.75,-8.679,0.566,0.11,42
0.713,0.643,113.973,0.714,-8.235,0.123,0.0541,20
0.94,0.438,100.99,0.421,-3.249,8.74e-05,0.0452,72
0.82,0.39,166.054,0.561,-6.941,0.201,0.0493,38
0.663,0.481,135.009,0.112,-8.081,0.000824,0.0314,43
0.818,0.714,92.004,0.541,-6.016,0.0724,0.0532,0
0.964,0.416,157.925,0.212,-2.967,2.35e-05,0.112,0
0.474,0.795,120.017,0.477,-8.166,0.0213,0.0642,0
0.551,0.72,126.051,0.245,-9.403,0.0423,0.221,57
0.516,0.383,118.144,0.371,-12.032,0.202,0.0344,67
0.325,0.532,133.984,0.234,-10.89,0.742,0.027,20
0.672,0.732,137.03,0.16,-8.462,0.0642,0.148,67
0.763,0.365,148.366,0.342,-9.45,0.00726,0.0591,76
0.703,0.836,94.048,0.902,-3.554,0.0845,0.0657,81
0.303,0.618,125.026,0.341,-14.709,0.927,0.0381,47
0.678,0.668,123.025,0.135,-9.618,0.0643,0.0415,39
0.652,0.646,123.009,0.531,-10.957,0.586,0.0401,43
0.965,0.561,128.04,0.304,-3.673,0.00383,0.0343,0
0.484,0.567,80.557,0.843,-8.201,0.805,0.0397,45
0.858,0.787,105.0,0.814,-4.152,0.405,0.0373,0
0.687,0.493,177.98,0.152,-8.011,0.0302,0.0989,24
0.976,0.746,115.048,0.912,-3.123,0.188,0.187,66
0.368,0.614,119.873,0.346,-7.507,0.777,0.0366,47
0.876,0.647,151.925,0.949,-5.662,0.881,0.185,0
0.769,0.721,155.932,0.915,-4.111,0.0922,0.105,4
0.558,0.579,179.949,0.506,-6.986,0.0202,0.0895,78
0.704,0.43,118.242,0.703,-8.008,0.000155,0.0804,74
0.533,0.742,97.395,0.391,-9.098,0.459,0.0288,69
0.969,0.228,155.212,0.428,-4.07,0.000275,0.1,60
0.764,0.59,104.911,0.331,-4.735,0.229,0.0467,63
0.666,0.639,98.384,0.372,-7.775,0.271,0.0636,62
0.688,0.437,130.114,0.193,-5.315,0.0656,0.0364,42
0.95,0.431,191.936,0.56,-4.918,0.00105,0.26,71
0.408,0.457,80.403,0.218,-9.408,0.651,0.0414,62
0.927,0.634,128.016,0.35,-3.282,0.048,0.136,60
0.729,0.647,94.01,0.687,-6.251,0.0206,0.0236,74
0.741,0.659,122.013,0.454,-4.354,0.072,0.0388,4
0.634,0.423,150.978,0.467,-5.877,0.196,0.0578,74
0.487,0.486,81.972,0.373,-11.633,0.445,0.0341,64
0.598,0.708,112.027,0.698,-8.365,0.037,0.0291,1
0.425,0.701,135.128,0.562,-10.965,0.328,0.375,84
0.344,0.84,111.994,0.526,-8.613,0.456,0.0374,67
0.666,0.863,163.908,0.838,-4.158,0.212,0.152,0
0.62,0.746,113.493,0.766,-5.231,0.698,0.0501,38
0.392,0.668,135.936,0.323,-12.178,0.789,0.0585,73
0.749,0.889,99.996,0.52,-5.069,0.149,0.16,25
0.715,0.475,199.892,0.159,-5.371,0.0863,0.058,0
0.601,0.77,128.876,0.673,-11.28,0.201,0.0671,29
0.355,0.528,117.974,0.222,-13.865,0.685,0.034,22
0.519,0.611,147.979,0.462,-9.854,0.481,0.035,0
0.354,0.696,119.938,0.242,-14.043,0.767,0.0353,62
0.931,0.466,112.976,0.0711,-6.736,4.43e-06,0.0382,28
0.909,0.629,143.952,0.772,-6.125,0.0129,0.0586,52
0.576,0.616,89.962,0.269,-5.495,0.0723,0.0532,69
0.79,0.767,126.993,0.838,-6.157,0.048,0.0896,27
0.651,0.574,140.017,0.368,-7.585,0.346,0.046,63
0.644,0.646,99.999,0.251,-6.763,0.0243,0.031,71
0.801,0.609,122.958,0.202,-8.483,0.0246,0.0694,0
0.526,0.634,143.998,0.143,-8.21,0.172,0.036,60
0.691,0.735,110.018,0.548,-6.475,0.0876,0.0362,0
0.891,0.602,129.999,0.679,-9.36,0.0223,0.0463,16
0.837,0.431,170.041,0.648,-5.067,0.259,0.0432,0
0.678,0.533,80.96,0.683,-5.244,0.663,0.0256,53
0.0055,0.15,62.383,0.0468,-35.474,0.935,0.0424,63
0.026,0.415,136.191,0.268,-36.7,0.995,0.0496,64
0.9,0.6,99.557,0.695,-2.328,0.00872,0.0744,40
0.671,0.367,179.833,0.691,-4.604,0.222,0.0478,73
0.463,0.519,94.965,0.224,-8.88,0.327,0.0264,62
0.639,0.66,124.068,0.227,-6.61,0.345,0.0286,60
0.336,0.44,73.098,0.25,-11.082,0.409,0.0289,26
0.718,0.835,92.028,0.427,-5.62,0.226,0.0694,0
0.49,0.789,140.034,0.869,-6.588,0.784,0.0392,61
0.703,0.676,92.761,0.852,-5.815,0.0869,0.0302,80
0.809,0.73,101.965,0.825,-6.406,0.208,0.0876,70
0.718,0.835,92.028,0.427,-5.62,0.226,0.0694,0
0.666,0.851,126.019,0.842,-10.409,0.247,0.15,38
0.681,0.727,123.028,0.448,-7.114,0.00214,0.0265,78
0.733,0.791,105.853,0.962,-5.465,0.523,0.0633,72
0.532,0.585,94.461,0.68,-9.673,0.209,0.0268,72
0.338,0.689,128.012,0.568,-7.634,0.349,0.0629,72
0.685,0.699,178.054,0.612,-4.038,0.118,0.146,22
0.795,0.694,128.036,0.556,-4.649,0.015,0.0924,56
0.786,0.385,159.923,0.382,-5.198,0.00486,0.0406,34
0.845,0.803,104.036,0.865,-5.384,0.0394,0.073,46
0.806,0.513,95.031,0.858,-3.726,0.00126,0.0294,26
0.26,0.282,171.152,0.205,-12.348,0.865,0.0295,53
0.457,0.887,106.81,0.771,-4.132,0.542,0.178,45
0.988,0.307,119.772,0.0695,-3.101,1.68e-05,0.207,13
0.817,0.675,105.964,0.446,-3.789,0.00711,0.0497,72
0.296,0.536,122.907,0.151,-7.451,0.892,0.0346,77
0.881,0.486,144.997,0.667,-5.623,0.0244,0.0474,69
0.551,0.677,157.485,0.697,-9.477,0.393,0.0636,67
0.981,0.538,101.414,0.711,-2.688,0.00662,0.14,77
0.533,0.625,108.296,0.139,-11.903,0.659,0.0596,85
0.499,0.569,138.678,0.281,-7.872,0.756,0.288,53
0.724,0.643,143.892,0.654,-12.899,0.41,0.0428,25
0.364,0.558,129.17,0.252,-8.663,0.169,0.0502,63
0.719,0.793,83.925,0.435,-3.698,0.352,0.125,61
0.862,0.488,104.56,0.706,-7.595,0.0204,0.0476,77
0.417,0.615,117.982,0.117,-15.441,0.287,0.0373,52
0.391,0.286,80.274,0.364,-10.753,0.509,0.0408,5
0.619,0.878,136.041,0.639,-5.56,0.0533,0.102,79
0.677,0.378,106.071,0.648,-8.63,0.0635,0.0298,61
0.362,0.295,140.641,0.221,-5.63,0.599,0.0276,47
0.565,0.587,92.604,0.508,-9.249,0.731,0.0265,67
0.909,0.321,109.653,0.209,-4.612,1.62e-05,0.041,0
0.539,0.665,115.869,0.441,-6.062,0.714,0.0326,41
0.896,0.695,119.959,0.508,-1.24,0.179,0.0847,69
0.732,0.583,145.992,0.276,-5.728,0.00312,0.0457,74
0.692,0.302,175.989,0.177,-15.026,0.538,0.54,0
0.186,0.476,130.197,0.246,-18.485,0.994,0.0487,0
0.687,0.799,108.804,0.965,-5.682,0.193,0.0431,74
0.00202,0.0627,67.996,0.0397,-37.486,0.984,0.0467,64
0.845,0.423,116.602,0.317,-3.509,0.143,0.0559,72
0.148,0.617,141.778,0.336,-14.681,0.883,0.0386,23
0.491,0.699,86.391,0.865,-12.77,0.0208,0.288,28
0.912,0.589,123.946,0.426,-3.878,0.0366,0.0766,62
0.967,0.407,180.027,0.227,-7.104,0.000316,0.0666,60
0.54,0.362,78.007,0.3,-6.031,0.338,0.0528,86
0.54,0.581,127.86,0.418,-5.221,0.362,0.0269,22
0.973,0.481,99.331,0.362,-1.945,0.0037,0.0542,70
0.956,0.489,180.07,0.158,-2.264,0.00555,0.113,29
0.503,0.776,110.134,0.473,-5.732,0.874,0.237,79
0.426,0.495,97.91,0.0636,-9.434,0.152,0.0736,72
0.99,0.409,172.715,0.962,-2.084,0.02,0.115,0
0.823,0.558,116.01,0.652,-6.645,0.00163,0.0283,21
0.616,0.644,124.957,0.467,-3.928,0.0927,0.0391,63
0.278,0.267,119.394,0.0896,-10.066,0.843,0.0353,21
0.138,0.492,114.103,0.184,-27.362,0.991,0.0502,60
0.925,0.288,128.824,0.116,-7.852,1.75e-05,0.204,24
0.938,0.519,144.006,0.501,-6.244,0.00103,0.0377,62
0.622,0.394,126.844,0.342,-8.258,0.213,0.0336,71
0.623,0.47,77.861,0.298,-5.655,0.392,0.0302,72
0.856,0.654,129.928,0.574,-4.197,0.517,0.0586,61
0.307,0.65,118.087,0.604,-9.443,0.57,0.0393,0
0.9,0.442,148.62,0.609,-5.032,0.0109,0.0529,1
0.616,0.76,97.478,0.615,-17.847,0.00042,0.0814,17
0.46,0.78,124.007,0.788,-7.516,0.455,0.0851,70
0.991,0.375,87.064,0.179,-4.466,7.04e-05,0.177,35
0.948,0.545,141.507,0.355,-5.098,0.00335,0.0779,64
0.855,0.666,125.639,0.803,-5.051,0.179,0.0295,84
0.728,0.841,130.049,0.43,-3.37,0.0847,0.0484,84
0.543,0.682,127.526,0.112,-8.66,0.261,0.0688,73
0.959,0.304,101.764,0.0623,-8.706,0.232,0.0829,12
0.691,0.557,124.632,0.575,-4.825,0.321,0.0507,33
0.839,0.791,116.991,0.349,-2.887,0.0849,0.0424,67
0.524,0.748,95.01,0.661,-5.599,0.414,0.0338,84
0.3,0.361,114.941,0.125,-13.657,0.483,0.0335,61
0.893,0.639,126.143,0.966,-6.509,0.289,0.036,65
0.911,0.76,112.163,0.785,-8.193,0.119,0.0456,43
0.548,0.765,130.758,0.94,-4.634,0.372,0.0439,30
0.944,0.466,134.993,0.384,-4.103,0.000119,0.177,62
0.551,0.603,75.001,0.439,-6.259,0.0696,0.0304,70
0.386,0.518,173.994,0.11,-14.567,0.158,0.0381,8
0.856,0.689,126.108,0.706,-3.394,0.0493,0.0813,0
0.291,0.765,115.751,0.806,-14.456,0.787,0.0397,67
0.247,0.684,106.522,0.768,-13.71,0.872,0.0281,69
0.358,0.72,100.044,0.59,-9.776,0.495,0.0351,44
0.598,0.689,124.0,0.407,-8.748,0.00307,0.0848,33
0.694,0.549,196.112,0.122,-7.444,0.00072,0.0591,18
0.66,0.709,139.999,0.192,-9.118,0.00176,0.0966,48
0.818,0.589,148.022,0.0936,-6.956,0.00324,0.0483,22
0.789,0.843,125.071,0.571,-2.801,0.0028,0.247,78
0.574,0.617,91.769,0.396,-9.768,0.23,0.0276,68
0.254,0.303,82.059,0.699,-11.027,0.979,0.0372,18
0.796,0.692,111.993,0.737,-5.391,0.184,0.0258,25
0.781,0.592,127.994,0.289,-4.773,0.0036,0.0294,18
0.908,0.603,133.063,0.457,-5.254,0.0144,0.184,70
0.614,0.239,155.658,0.47,-9.819,0.0904,0.0773,62
0.162,0.171,114.473,0.0368,-15.387,0.709,0.0432,47
0.887,0.807,122.015,0.606,-4.311,0.016,0.0361,73
0.0993,0.38,174.874,0.44,-20.567,0.914,0.0509,68
0.803,0.725,117.391,0.403,-4.083,0.013,0.0337,71
0.881,0.455,137.949,0.201,-5.587,0.000566,0.0401,67
0.57,0.773,95.038,0.772,-3.482,0.372,0.113,71
0.486,0.876,85.047,0.239,-8.035,0.558,0.33,23
0.911,0.592,103.517,0.211,-7.975,0.00608,0.0659,66
0.212,0.695,124.072,0.328,-14.412,0.889,0.0412,53
0.696,0.663,180.113,0.738,-4.957,0.0561,0.103,68
0.75,0.454,115.006,0.0311,-13.807,0.348,0.0366,34
0.697,0.741,116.109,0.774,-7.028,0.0664,0.0277,84
0.624,0.651,120.243,0.587,-7.986,0.0825,0.307,0
0.617,0.687,121.079,0.665,-5.213,0.0941,0.0287,80
0.797,0.764,104.488,0.977,-6.558,0.486,0.0382,42
0.323,0.422,99.804,0.219,-8.786,0.796,0.0321,29
0.542,0.354,100.032,0.0483,-9.61,0.0815,0.12,61
0.688,0.74,115.035,0.935,-4.361,0.061,0.0916,75
0.349,0.632,133.956,0.284,-10.713,0.508,0.0283,14
0.217,0.715,119.902,0.509,-10.499,0.822,0.0319,66
0.707,0.719,100.019,0.602,-5.045,0.0172,0.0443,56
0.238,0.426,109.78,0.249,-19.704,0.905,0.113,49
0.959,0.453,186.142,0.625,-3.597,0.0433,0.0928,37
0.526,0.718,144.065,0.697,-9.523,0.735,0.0597,33
0.895,0.459,181.04,0.572,-3.126,0.00725,0.0805,77
0.31,0.39,177.515,0.584,-14.545,0.794,0.0676,64
0.638,0.728,130.014,0.872,-6.455,0.249,0.0336,80
0.475,0.594,128.281,0.454,-11.088,0.856,0.311,18
0.938,0.618,91.455,0.875,-3.442,0.0179,0.0456,82
0.677,0.797,130.034,0.919,-4.163,0.101,0.0857,0
0.588,0.638,84.613,0.849,-11.756,0.626,0.0357,32
0.259,0.432,123.101,0.208,-12.609,0.954,0.0396,0
0.711,0.422,128.066,0.321,-4.809,0.0176,0.0385,54
0.327,0.557,98.225,0.61,-13.651,0.844,0.0273,62
0.822,0.541,116.659,0.719,-10.978,0.214,0.049,60
0.802,0.224,202.869,0.338,-10.58,0.00831,0.102,46
0.562,0.758,142.035,0.581,-6.302,0.0996,0.0771,62
0.731,0.589,87.908,0.191,-6.343,0.0534,0.0868,79
0.805,0.648,123.998,0.0627,-7.145,0.0654,0.029,46
0.797,0.629,124.874,0.708,-4.393,0.0218,0.199,9
0.509,0.789,75.009,0.61,-8.629,0.525,0.277,74
0.991,0.128,186.124,0.53,-3.289,1.11e-05,0.0582,63
0.965,0.561,128.04,0.304,-3.673,0.00383,0.0343,98
0.614,0.613,93.984,0.198,-7.235,0.0143,0.0439,65
0.962,0.182,89.053,0.0124,-19.911,0.144,0.111,39
0.821,0.573,129.984,0.342,-11.978,8.77e-05,0.0531,15
0.18,0.605,114.602,0.348,-13.847,0.985,0.0295,14
0.506,0.654,123.179,0.831,-17.18,0.686,0.0535,76
0.871,0.709,125.94,0.667,-4.126,0.134,0.175,63
0.744,0.677,124.08,0.631,-6.806,0.0404,0.0295,77
0.716,0.824,130.035,0.506,-4.909,0.152,0.136,34
0.846,0.631,124.011,0.609,-8.668,0.143,0.0557,28
0.36,0.719,80.184,0.409,-12.034,0.748,0.398,74
0.776,0.587,159.906,0.606,-4.892,0.141,0.0807,67
0.802,0.56,103.059,0.423,-5.428,0.0863,0.0373,61
0.764,0.446,172.094,0.543,-5.042,0.00135,0.033,80
0.701,0.294,71.887,0.595,-8.656,0.832,0.112,25
0.156,0.637,94.825,0.233,-19.37,0.521,0.0309,60
0.73,0.731,79.999,0.503,-6.302,0.411,0.123,66
0.811,0.736,103.502,0.609,-4.17,0.00132,0.081,73
0.142,0.346,89.674,0.405,-18.243,0.992,0.0353,7
0.7,0.739,119.954,0.76,-7.828,0.676,0.0538,49
0.983,0.763,125.142,0.64,-6.796,0.00204,0.111,14
0.621,0.469,70.725,0.619,-16.412,0.962,0.903,20
0.473,0.559,121.227,0.397,-7.712,0.446,0.0279,74
0.0212,0.301,122.018,0.266,-31.384,0.969,0.0447,55
0.966,0.536,152.076,0.849,-2.929,0.121,0.0558,70
0.144,0.274,61.551,0.302,-14.516,0.92,0.0482,70
0.571,0.598,173.141,0.962,-12.616,0.704,0.139,70
0.758,0.636,97.025,0.281,-5.567,0.331,0.0427,59
0.947,0.456,115.043,0.286,-2.983,1.11e-05,0.0613,22
0.513,0.262,182.886,0.473,-6.993,0.884,0.0302,57
0.373,0.0,0.0,0.0,-16.469,0.153,0.0,61
0.572,0.868,96.985,0.485,-6.217,0.101,0.112,67
